央视频,#genre#
国学频道,http://61.52.27.49:2000/rtp/225.1.4.196:1311
欢腾购物,http://61.52.27.49:2000/rtp/225.1.4.236:1282
湖南卫视高清,http://61.52.27.49:2000/rtp/225.1.4.82:1111
江苏卫视高清,http://61.52.27.49:2000/rtp/225.1.4.83:1112
浙江卫视高清,http://61.52.27.49:2000/rtp/225.1.4.84:1113
北京卫视高清,http://61.52.27.49:2000/rtp/225.1.4.81:1110
东方卫视高清,http://61.52.27.49:2000/rtp/225.1.4.85:1114
天津卫视高清,http://61.52.27.49:2000/rtp/225.1.4.86:1115
山东卫视高清,http://61.52.27.49:2000/rtp/225.1.4.88:1117
安徽卫视高清,http://61.52.27.49:2000/rtp/225.1.4.87:1116
深圳卫视高清,http://61.52.27.49:2000/rtp/225.1.4.90:1119
江西卫视高清,http://61.52.27.49:2000/rtp/225.1.4.139:1305
湖北卫视高清,http://61.52.27.49:2000/rtp/225.1.4.89:1118
四川卫视高清,http://61.52.27.49:2000/rtp/225.1.4.151:1306
黑龙江卫视高清,http://61.52.27.49:2000/rtp/225.1.4.91:1120
云南卫视高清,http://61.52.27.49:2000/rtp/225.1.4.152:1307
贵州卫视高清,http://61.52.27.49:2000/rtp/225.1.4.122:1302
辽宁卫视高清,http://61.52.27.49:2000/rtp/225.1.4.167:1208
东南卫视高清,http://61.52.27.49:2000/rtp/225.1.4.228:1274
重庆卫视高清,http://61.52.27.49:2000/rtp/225.1.4.157:1308
广东卫视高清,http://61.52.27.49:2000/rtp/225.1.4.166:1207
广西卫视,http://61.52.27.49:2000/rtp/225.1.4.31:1060
河北卫视高清,http://61.52.27.49:2000/rtp/225.1.4.123:1304
海南卫视,http://61.52.27.49:2000/rtp/225.1.4.25:1054
吉林卫视高清,http://61.52.27.49:2000/rtp/225.1.4.174:1309
山西卫视,http://61.52.27.49:2000/rtp/225.1.4.38:1067
陕西卫视,http://61.52.27.49:2000/rtp/225.1.4.39:1068
甘肃卫视,http://61.52.27.49:2000/rtp/225.1.4.42:1071
宁夏卫视,http://61.52.27.49:2000/rtp/225.1.4.43:1072
青海卫视,http://61.52.27.49:2000/rtp/225.1.4.44:1073
内蒙古卫视,http://61.52.27.49:2000/rtp/225.1.4.45:1074
西藏卫视,http://61.52.27.49:2000/rtp/225.1.4.46:1075
新疆卫视,http://61.52.27.49:2000/rtp/225.1.4.47:1076
卡酷动画,http://61.52.27.49:2000/rtp/225.1.4.48:1077
金鹰卡通,http://61.52.27.49:2000/rtp/225.1.4.49:1078
嘉佳卡通,http://61.52.27.49:2000/rtp/225.1.4.92:1121
中国教育-1高清,http://61.52.27.49:2000/rtp/225.1.4.173:1712
中国教育-4,http://61.52.27.49:2000/rtp/225.1.4.171:1710
厦门卫视,http://61.52.27.49:2000/rtp/225.1.4.95:1124
金鹰纪实高清,http://61.52.27.49:2000/rtp/225.1.4.172:1711
兵团卫视,http://61.52.27.49:2000/rtp/225.1.4.97:1126
中国教育-2,http://61.52.27.49:2000/rtp/225.1.4.165:1206
爱上-4k,http://61.52.27.49:2000/rtp/225.1.4.162:1204
山东教育,http://61.52.27.49:2000/rtp/225.1.4.164:1205
三沙卫视,http://61.52.27.49:2000/rtp/225.1.4.234:1280
海南卫视高清,http://61.52.27.49:2000/rtp/225.1.4.195:1310
体育竞技高清,http://61.52.27.49:2000/rtp/225.1.4.235:1281
CHC家庭影院,http://61.52.27.49:2000/rtp/225.1.4.209:1262
CHC动作电影,http://61.52.27.49:2000/rtp/225.1.4.208:1261
CHC高清电影,http://61.52.27.49:2000/rtp/225.1.4.207:1260
网络棋牌,http://61.52.27.49:2000/rtp/225.1.4.211:1264
乒羽频道,http://61.52.27.49:2000/rtp/225.1.4.210:1263
新动漫,http://61.52.27.49:2000/rtp/225.1.4.212:1265
篮球,http://61.52.27.49:2000/rtp/225.1.4.237:1283
音乐现场,http://61.52.27.49:2000/rtp/225.1.4.184:1224
爱生活,http://61.52.27.49:2000/rtp/225.1.4.176:1225
好学生,http://61.52.27.49:2000/rtp/225.1.4.177:1226
国学,http://61.52.27.49:2000/rtp/225.1.4.178:1227
早教,http://61.52.27.49:2000/rtp/225.1.4.179:1228
高网,http://61.52.27.49:2000/rtp/225.1.4.180:1229
军事,http://61.52.27.49:2000/rtp/225.1.4.181:1230
美妆,http://61.52.27.49:2000/rtp/225.1.4.182:1231
地理,http://61.52.27.49:2000/rtp/225.1.4.183:1232
经典电影,http://61.52.27.49:2000/rtp/225.1.4.175:1233
精选,http://61.52.27.49:2000/rtp/225.1.4.253:1299
足球,http://61.52.27.49:2000/rtp/225.1.4.200:1250
IPTV谍战剧场,http://61.52.27.49:2000/rtp/225.1.4.185:1240
IPTV相声小品,http://61.52.27.49:2000/rtp/225.1.4.186:1235
IPTV野外,http://61.52.27.49:2000/rtp/225.1.4.187:1236
IPTV法治,http://61.52.27.49:2000/rtp/225.1.4.188:1237
少儿动画,http://61.52.27.49:2000/rtp/225.1.4.189:1238
热播剧场,http://61.52.27.49:2000/rtp/225.1.4.190:1239
魅力时尚,http://61.52.27.49:2000/rtp/225.1.4.205:1253
爱综艺,http://61.52.27.49:2000/rtp/225.1.4.204:1252
爱体育,http://61.52.27.49:2000/rtp/225.1.4.5:1034
爱电影,http://61.52.27.49:2000/rtp/225.1.4.6:1035
爱大剧,http://61.52.27.49:2000/rtp/225.1.4.8:1037
收视指南,http://61.52.27.49:2000/rtp/225.1.4.50:1079
CCTV-1,http://61.52.27.49:2000/rtp/225.1.4.1:1030
CCTV-2,http://61.52.27.49:2000/rtp/225.1.4.2:1031
CCTV-4,http://61.52.27.49:2000/rtp/225.1.4.4:1033
CCTV-7,http://61.52.27.49:2000/rtp/225.1.4.7:1036
CCTV-9,http://61.52.27.49:2000/rtp/225.1.4.9:1038
CCTV-10,http://61.52.27.49:2000/rtp/225.1.4.10:1039
CCTV-11,http://61.52.27.49:2000/rtp/225.1.4.11:1040
CCTV-12,http://61.52.27.49:2000/rtp/225.1.4.12:1041
CCTV-13,http://61.52.27.49:2000/rtp/225.1.4.13:1042
CCTV-14,http://61.52.27.49:2000/rtp/225.1.4.14:1043
CCTV-15,http://61.52.27.49:2000/rtp/225.1.4.15:1044
CCTV-17,http://61.52.27.49:2000/rtp/225.1.4.227:2507
CCTV4欧洲,http://61.52.27.49:2000/rtp/225.1.5.31:1342
CCTV4美洲,http://61.52.27.49:2000/rtp/225.1.5.32:1343
CGTN英语,http://61.52.27.49:2000/rtp/225.1.5.34:1344
CGTN英文纪录,http://61.52.27.49:2000/rtp/225.1.5.35:1345
CGTN西班牙语,http://61.52.27.49:2000/rtp/225.1.5.36:1346
CGTN法语,http://61.52.27.49:2000/rtp/225.1.5.37:1347
CGTN阿拉伯语,http://61.52.27.49:2000/rtp/225.1.5.38:1348
CGTN俄语,http://61.52.27.49:2000/rtp/225.1.5.39:1349
河南卫视,http://61.52.27.49:2000/rtp/225.1.4.51:1080
浙江卫视,http://61.52.27.49:2000/rtp/225.1.4.19:1048
东方卫视,http://61.52.27.49:2000/rtp/225.1.4.22:1051
天津卫视,http://61.52.27.49:2000/rtp/225.1.4.24:1053
安徽卫视,http://61.52.27.49:2000/rtp/225.1.4.20:1049
山东卫视,http://61.52.27.49:2000/rtp/225.1.4.27:1056
湖北卫视,http://61.52.27.49:2000/rtp/225.1.4.35:1064
深圳卫视,http://61.52.27.49:2000/rtp/225.1.4.23:1052
黑龙江卫视,http://61.52.27.49:2000/rtp/225.1.4.28:1057
北京卫视,http://61.52.27.49:2000/rtp/225.1.4.21:1050
湖南卫视,http://61.52.27.49:2000/rtp/225.1.4.17:1046
江苏卫视,http://61.52.27.49:2000/rtp/225.1.4.18:1047
广东卫视,http://61.52.27.49:2000/rtp/225.1.4.30:1059
辽宁卫视,http://61.52.27.49:2000/rtp/225.1.4.26:1055
江苏电信,#genre#
江苏城市高清,http://114.221.218.22:7777/rtp/239.49.9.35:6000
江苏综艺高清,http://114.221.218.22:7777/rtp/239.49.9.36:6000
江苏体育高清,http://114.221.218.22:7777/rtp/239.49.9.37:6000
江苏影视高清,http://114.221.218.22:7777/rtp/239.49.9.38:6000
江苏卡通高清,http://114.221.218.22:7777/rtp/239.49.9.39:6000
江苏新闻高清,http://114.221.218.22:7777/rtp/239.49.9.40:6000
CCTV-1高清,http://114.221.218.22:7777/rtp/239.49.8.129:6000
CCTV-2高清,http://114.221.218.22:7777/rtp/239.49.8.130:6000
CCTV-3高清,http://114.221.218.22:7777/rtp/239.49.9.31:6000
CCTV-4高清,http://114.221.218.22:7777/rtp/239.49.8.131:6000
CCTV-5高清,http://114.221.218.22:7777/rtp/239.49.9.32:6000
CCTV-5+高清,http://114.221.218.22:7777/rtp/239.49.8.137:6000
CCTV-6高清,http://114.221.218.22:7777/rtp/239.49.9.33:6000
CCTV-7高清,http://114.221.218.22:7777/rtp/239.49.8.132:6000
CCTV-8高清,http://114.221.218.22:7777/rtp/239.49.9.34:6000
CCTV-9高清,http://114.221.218.22:7777/rtp/239.49.8.133:6000
CCTV10高清,http://114.221.218.22:7777/rtp/239.49.8.134:6000
CCTV12高清,http://114.221.218.22:7777/rtp/239.49.8.135:6000
CCTV13高清,http://114.221.218.22:7777/rtp/239.49.9.43:6000
CCTV14高清,http://114.221.218.22:7777/rtp/239.49.8.136:6000
好享购物高清,http://114.221.218.22:7777/rtp/239.49.9.41:6000
江苏教育高清,http://114.221.218.22:7777/rtp/239.49.9.42:6000
吉林卫视,http://114.221.218.22:7777/rtp/239.49.9.1:6000
聚鲨环球,http://114.221.218.22:7777/rtp/239.49.9.2:6000
南京新闻,http://114.221.218.22:7777/rtp/239.49.9.3:6000
南京十八,http://114.221.218.22:7777/rtp/239.49.9.4:6000
电视指南高清,http://114.221.218.22:7777/rtp/239.49.9.5:6000
风云足球高清,http://114.221.218.22:7777/rtp/239.49.9.6:6000
高尔夫球高清,http://114.221.218.22:7777/rtp/239.49.9.7:6000
世界地理高清,http://114.221.218.22:7777/rtp/239.49.9.8:6000
兵器科技高清,http://114.221.218.22:7777/rtp/239.49.9.9:6000
风云剧场高清,http://114.221.218.22:7777/rtp/239.49.9.10:6000
文化精品高清,http://114.221.218.22:7777/rtp/239.49.9.11:6000
怀旧剧场高清,http://114.221.218.22:7777/rtp/239.49.9.12:6000
风云音乐高清,http://114.221.218.22:7777/rtp/239.49.9.13:6000
女性时尚高清,http://114.221.218.22:7777/rtp/239.49.9.14:6000
第一剧场高清,http://114.221.218.22:7777/rtp/239.49.9.15:6000
中视购物,http://114.221.218.22:7777/rtp/239.49.9.16:6000
盱眙新闻高清,http://114.221.218.22:7777/rtp/239.49.9.18:6000
沛县新闻高清,http://114.221.218.22:7777/rtp/239.49.9.19:6000
泰州新闻,http://114.221.218.22:7777/rtp/239.49.9.20:6000
河南梨园,http://114.221.218.22:7777/rtp/239.49.9.21:6000
央视台球高清,http://114.221.218.22:7777/rtp/239.49.9.22:6000
金鹰卡通高清,http://114.221.218.22:7777/rtp/239.49.9.23:6000
徐州新闻,http://114.221.218.22:7777/rtp/239.49.9.45:6000
淮安综合,http://114.221.218.22:7777/rtp/239.49.9.46:6000
泗洪综合,http://114.221.218.22:7777/rtp/239.49.9.47:6000
东海新闻,http://114.221.218.22:7777/rtp/239.49.9.48:6000
CCTV-1,http://114.221.218.22:7777/rtp/239.49.1.1:6000
CCTV-2,http://114.221.218.22:7777/rtp/239.49.1.2:6000
CCTV-3,http://114.221.218.22:7777/rtp/239.49.1.3:6000
CCTV-4,http://114.221.218.22:7777/rtp/239.49.1.4:6000
CCTV-5,http://114.221.218.22:7777/rtp/239.49.1.5:6000
CCTV-6,http://114.221.218.22:7777/rtp/239.49.1.6:6000
CCTV-7,http://114.221.218.22:7777/rtp/239.49.1.254:6000
CCTV-8,http://114.221.218.22:7777/rtp/239.49.1.8:6000
CCTV10,http://114.221.218.22:7777/rtp/239.49.1.10:6000
CCTV11,http://114.221.218.22:7777/rtp/239.49.1.11:6000
CCTV12,http://114.221.218.22:7777/rtp/239.49.1.12:6000
CCTV13,http://114.221.218.22:7777/rtp/239.49.1.13:6000
CCTV14,http://114.221.218.22:7777/rtp/239.49.1.14:6000
CCTV15,http://114.221.218.22:7777/rtp/239.49.1.15:6000
CCTV17,http://114.221.218.22:7777/rtp/239.49.1.7:6000
环球新闻,http://114.221.218.22:7777/rtp/239.49.1.9:6000
江苏卫视,http://114.221.218.22:7777/rtp/239.49.1.16:6000
江苏城市,http://114.221.218.22:7777/rtp/239.49.1.17:6000
江苏综艺,http://114.221.218.22:7777/rtp/239.49.1.18:6000
江苏体育,http://114.221.218.22:7777/rtp/239.49.1.19:6000
江苏影视,http://114.221.218.22:7777/rtp/239.49.1.20:6000
江苏卡通,http://114.221.218.22:7777/rtp/239.49.1.21:6000
江苏公共,http://114.221.218.22:7777/rtp/239.49.1.22:6000
江苏国际,http://114.221.218.22:7777/rtp/239.49.1.23:6000
江苏购物,http://114.221.218.22:7777/rtp/239.49.1.24:6000
江苏教育,http://114.221.218.22:7777/rtp/239.49.1.25:6000
江苏靓妆,http://114.221.218.22:7777/rtp/239.49.1.26:6000
南京科教,http://114.221.218.22:7777/rtp/239.49.1.27:6000
南京生活,http://114.221.218.22:7777/rtp/239.49.1.28:6000
财富天下,http://114.221.218.22:7777/rtp/239.49.1.29:6000
青海卫视,http://114.221.218.22:7777/rtp/239.49.1.31:6000
东方卫视,http://114.221.218.22:7777/rtp/239.49.1.32:6000
北京卫视,http://114.221.218.22:7777/rtp/239.49.1.33:6000
浙江卫视,http://114.221.218.22:7777/rtp/239.49.1.34:6000
辽宁卫视,http://114.221.218.22:7777/rtp/239.49.1.35:6000
安徽卫视,http://114.221.218.22:7777/rtp/239.49.1.36:6000
山东卫视,http://114.221.218.22:7777/rtp/239.49.1.37:6000
湖南卫视,http://114.221.218.22:7777/rtp/239.49.1.38:6000
广东卫视,http://114.221.218.22:7777/rtp/239.49.1.39:6000
广西卫视,http://114.221.218.22:7777/rtp/239.49.1.40:6000
海南卫视,http://114.221.218.22:7777/rtp/239.49.1.41:6000
重庆卫视,http://114.221.218.22:7777/rtp/239.49.1.42:6000
四川卫视,http://114.221.218.22:7777/rtp/239.49.1.43:6000
河南卫视,http://114.221.218.22:7777/rtp/239.49.1.44:6000
东南卫视,http://114.221.218.22:7777/rtp/239.49.1.45:6000
天津卫视,http://114.221.218.22:7777/rtp/239.49.1.46:6000
江西卫视,http://114.221.218.22:7777/rtp/239.49.1.47:6000
湖北卫视,http://114.221.218.22:7777/rtp/239.49.1.48:6000
吉林卫视,http://114.221.218.22:7777/rtp/239.49.1.49:6000
黑龙江卫视,http://114.221.218.22:7777/rtp/239.49.1.50:6000
山西卫视,http://114.221.218.22:7777/rtp/239.49.1.51:6000
贵州卫视,http://114.221.218.22:7777/rtp/239.49.1.52:6000
青海卫视,http://114.221.218.22:7777/rtp/239.49.1.53:6000
中教一台,http://114.221.218.22:7777/rtp/239.49.1.54:6000
中教二台,http://114.221.218.22:7777/rtp/239.49.1.55:6000
中教四台,http://114.221.218.22:7777/rtp/239.49.1.56:6000
中国天气,http://114.221.218.22:7777/rtp/239.49.1.58:6000
深圳卫视,http://114.221.218.22:7777/rtp/239.49.1.59:6000
电视指南,http://114.221.218.22:7777/rtp/239.49.1.60:6000
风云足球,http://114.221.218.22:7777/rtp/239.49.1.61:6000
央视高网,http://114.221.218.22:7777/rtp/239.49.1.62:6000
世界地理,http://114.221.218.22:7777/rtp/239.49.1.63:6000
兵器科技,http://114.221.218.22:7777/rtp/239.49.1.64:6000
风云剧场,http://114.221.218.22:7777/rtp/239.49.1.65:6000
文化精品,http://114.221.218.22:7777/rtp/239.49.1.66:6000
怀旧剧场,http://114.221.218.22:7777/rtp/239.49.1.67:6000
风云音乐,http://114.221.218.22:7777/rtp/239.49.1.68:6000
女性时尚,http://114.221.218.22:7777/rtp/239.49.1.69:6000
游戏竞技,http://114.221.218.22:7777/rtp/239.49.1.71:6000
百视通,http://114.221.218.22:7777/rtp/239.49.1.74:6000
淮安影视,http://114.221.218.22:7777/rtp/239.49.1.95:6000
淮安公共,http://114.221.218.22:7777/rtp/239.49.1.96:6000
淮安综合,http://114.221.218.22:7777/rtp/239.49.1.97:6000
宿豫综合,http://114.221.218.22:7777/rtp/239.49.1.98:6000
泰州经济高清,http://114.221.218.22:7777/rtp/239.49.1.100:6000
泰州影视高清,http://114.221.218.22:7777/rtp/239.49.1.101:6000
测试信号高清,http://114.221.218.22:7777/rtp/239.49.1.102:6000
泗阳综合,http://114.221.218.22:7777/rtp/239.49.1.103:6000
中视购物,http://114.221.218.22:7777/rtp/239.49.1.104:6000
徐州公共,http://114.221.218.22:7777/rtp/239.49.1.105:6000
徐州影视,http://114.221.218.22:7777/rtp/239.49.1.106:6000
徐州经济,http://114.221.218.22:7777/rtp/239.49.1.107:6000
徐州综合,http://114.221.218.22:7777/rtp/239.49.1.108:6000
央广购物,http://114.221.218.22:7777/rtp/239.49.1.115:6000
沭阳综合,http://114.221.218.22:7777/rtp/239.49.1.117:6000
全球大片,http://114.221.218.22:7777/rtp/239.49.1.118:6000
汽车世界,http://114.221.218.22:7777/rtp/239.49.1.119:6000
戏曲精选,http://114.221.218.22:7777/rtp/239.49.1.120:6000
百变课堂,http://114.221.218.22:7777/rtp/239.49.1.121:6000
谍战剧场,http://114.221.218.22:7777/rtp/239.49.1.122:6000
宿迁公共,http://114.221.218.22:7777/rtp/239.49.1.123:6000
江苏学习,http://114.221.218.22:7777/rtp/239.49.1.124:6000
泗洪综合,http://114.221.218.22:7777/rtp/239.49.1.125:6000
常州公共,http://114.221.218.22:7777/rtp/239.49.1.131:6000
常州生活,http://114.221.218.22:7777/rtp/239.49.1.132:6000
常州都市,http://114.221.218.22:7777/rtp/239.49.1.133:6000
常州新闻,http://114.221.218.22:7777/rtp/239.49.1.134:6000
东海新闻,http://114.221.218.22:7777/rtp/239.49.1.136:6000
西藏卫视,http://114.221.218.22:7777/rtp/239.49.1.139:6000
宿迁综合,http://114.221.218.22:7777/rtp/239.49.1.140:6000
响水综合,http://114.221.218.22:7777/rtp/239.49.1.141:6000
高淳综合,http://114.221.218.22:7777/rtp/239.49.1.142:6000
南京十八,http://114.221.218.22:7777/rtp/239.49.1.157:6000
南京新闻,http://114.221.218.22:7777/rtp/239.49.1.158:6000
快乐购物,http://114.221.218.22:7777/rtp/239.49.1.167:6000
第一财经,http://114.221.218.22:7777/rtp/239.49.1.168:6000
金色频道,http://114.221.218.22:7777/rtp/239.49.1.169:6000
都市剧场,http://114.221.218.22:7777/rtp/239.49.1.170:6000
动漫秀场,http://114.221.218.22:7777/rtp/239.49.1.171:6000
幸福彩台,http://114.221.218.22:7777/rtp/239.49.1.172:6000
全纪实台,http://114.221.218.22:7777/rtp/239.49.1.173:6000
法治天地,http://114.221.218.22:7777/rtp/239.49.1.174:6000
七彩戏剧,http://114.221.218.22:7777/rtp/239.49.1.175:6000
游戏风云,http://114.221.218.22:7777/rtp/239.49.1.177:6000
极速汽车,http://114.221.218.22:7777/rtp/239.49.1.178:6000
魅力足球,http://114.221.218.22:7777/rtp/239.49.1.179:6000
劲爆体育,http://114.221.218.22:7777/rtp/239.49.1.180:6000
生活时尚,http://114.221.218.22:7777/rtp/239.49.1.181:6000
东方财经,http://114.221.218.22:7777/rtp/239.49.1.182:6000
百视通,http://114.221.218.22:7777/rtp/239.49.1.183:6000
直播室-1,http://114.221.218.22:7777/rtp/239.49.1.189:6000
直播室-2,http://114.221.218.22:7777/rtp/239.49.1.190:6000
直播室-3,http://114.221.218.22:7777/rtp/239.49.1.191:6000
直播室-4,http://114.221.218.22:7777/rtp/239.49.1.192:6000
电子竞技,http://114.221.218.22:7777/rtp/239.49.1.193:6000
华语影院,http://114.221.218.22:7777/rtp/239.49.1.196:6000
星光影院,http://114.221.218.22:7777/rtp/239.49.1.197:6000
热门剧场,http://114.221.218.22:7777/rtp/239.49.1.198:6000
第一财经,http://114.221.218.22:7777/rtp/239.49.1.199:6000
港剧风云,http://114.221.218.22:7777/rtp/239.49.1.201:6000
直播室-5,http://114.221.218.22:7777/rtp/239.49.1.204:6000
直播室-6,http://114.221.218.22:7777/rtp/239.49.1.205:6000
直播室-7,http://114.221.218.22:7777/rtp/239.49.1.206:6000
直播室-8,http://114.221.218.22:7777/rtp/239.49.1.207:6000
直播室-9,http://114.221.218.22:7777/rtp/239.49.1.208:6000
直播室10,http://114.221.218.22:7777/rtp/239.49.1.209:6000
直播室11,http://114.221.218.22:7777/rtp/239.49.1.210:6000
青春动漫,http://114.221.218.22:7777/rtp/239.49.1.212:6000
宝宝动画,http://114.221.218.22:7777/rtp/239.49.1.213:6000
快乐垂钓高清,http://114.221.218.22:7777/rtp/239.49.1.225:6000
第一剧场,http://114.221.218.22:7777/rtp/239.49.1.226:6000
书画频道,http://114.221.218.22:7777/rtp/239.49.1.227:6000
新沂综合,http://114.221.218.22:7777/rtp/239.49.1.228:6000
邳州综合,http://114.221.218.22:7777/rtp/239.49.1.232:6000
先锋乒羽,http://114.221.218.22:7777/rtp/239.49.1.233:6000
湘茶频道高清,http://114.221.218.22:7777/rtp/239.49.1.234:6000
云南卫视,http://114.221.218.22:7777/rtp/239.49.1.235:6000
河北卫视,http://114.221.218.22:7777/rtp/239.49.1.236:6000
宁夏卫视,http://114.221.218.22:7777/rtp/239.49.1.237:6000
甘肃卫视,http://114.221.218.22:7777/rtp/239.49.1.238:6000
新疆卫视,http://114.221.218.22:7777/rtp/239.49.1.239:6000
内蒙古卫视,http://114.221.218.22:7777/rtp/239.49.1.240:6000
东方购物,http://114.221.218.22:7777/rtp/239.49.1.241:6000
连云新闻,http://114.221.218.22:7777/rtp/239.49.1.244:6000
连云公共,http://114.221.218.22:7777/rtp/239.49.1.245:6000
睢宁综合,http://114.221.218.22:7777/rtp/239.49.1.246:6000
赣榆综合,http://114.221.218.22:7777/rtp/239.49.1.247:6000
陕西卫视,http://114.221.218.22:7777/rtp/239.49.1.248:6000
南方卫视,http://114.221.218.22:7777/rtp/239.49.1.249:6000
山东教育,http://114.221.218.22:7777/rtp/239.49.1.250:6000
家有购物,http://114.221.218.22:7777/rtp/239.49.1.252:6000
江苏卫视高清,http://114.221.218.22:7777/rtp/239.49.8.138:6000
浙江卫视高清,http://114.221.218.22:7777/rtp/239.49.8.139:6000
东方卫视高清,http://114.221.218.22:7777/rtp/239.49.8.140:6000
北京卫视高清,http://114.221.218.22:7777/rtp/239.49.8.141:6000
湖南卫视高清,http://114.221.218.22:7777/rtp/239.49.8.142:6000
广东卫视高清,http://114.221.218.22:7777/rtp/239.49.8.143:6000
黑龙江卫视清,http://114.221.218.22:7777/rtp/239.49.8.144:6000
深圳卫视高清,http://114.221.218.22:7777/rtp/239.49.8.145:6000
山东卫视高清,http://114.221.218.22:7777/rtp/239.49.8.146:6000
湖北卫视高清,http://114.221.218.22:7777/rtp/239.49.8.147:6000
天津卫视高清,http://114.221.218.22:7777/rtp/239.49.8.148:6000
重庆卫视高清,http://114.221.218.22:7777/rtp/239.49.8.149:6000
江苏导视高清,http://114.221.218.22:7777/rtp/239.49.8.150:6000
电竞直播高清,http://114.221.218.22:7777/rtp/239.49.8.151:6000
电竞直播高清,http://114.221.218.22:7777/rtp/239.49.8.152:6000
水韵江苏高清,http://114.221.218.22:7777/rtp/239.49.8.155:6000
水韵江苏高清,http://114.221.218.22:7777/rtp/239.49.8.157:6000
直播室-1高清,http://114.221.218.22:7777/rtp/239.49.8.160:6000
直播室-2高清,http://114.221.218.22:7777/rtp/239.49.8.161:6000
直播室-3高清,http://114.221.218.22:7777/rtp/239.49.8.162:6000
直播室-4高清,http://114.221.218.22:7777/rtp/239.49.8.163:6000
直播室-5高清,http://114.221.218.22:7777/rtp/239.49.8.164:6000
直播室-6高清,http://114.221.218.22:7777/rtp/239.49.8.165:6000
直播室-7高清,http://114.221.218.22:7777/rtp/239.49.8.166:6000
直播室-8高清,http://114.221.218.22:7777/rtp/239.49.8.169:6000
直播室-9高清,http://114.221.218.22:7777/rtp/239.49.8.170:6000
直播室10高清,http://114.221.218.22:7777/rtp/239.49.8.171:6000
直播室11高清,http://114.221.218.22:7777/rtp/239.49.8.172:6000
辽宁卫视高清,http://114.221.218.22:7777/rtp/239.49.8.173:6000
贵州卫视高清,http://114.221.218.22:7777/rtp/239.49.8.174:6000
生活时尚高清,http://114.221.218.22:7777/rtp/239.49.8.175:6000
游戏风云高清,http://114.221.218.22:7777/rtp/239.49.8.176:6000
幸福彩台高清,http://114.221.218.22:7777/rtp/239.49.8.177:6000
动漫秀场高清,http://114.221.218.22:7777/rtp/239.49.8.178:6000
全纪实台高清,http://114.221.218.22:7777/rtp/239.49.8.179:6000
都市剧场高清,http://114.221.218.22:7777/rtp/239.49.8.180:6000
魅力足球高清,http://114.221.218.22:7777/rtp/239.49.8.181:6000
欢笑剧场高清,http://114.221.218.22:7777/rtp/239.49.8.182:6000
四川卫视高清,http://114.221.218.22:7777/rtp/239.49.8.184:6000
江西卫视高清,http://114.221.218.22:7777/rtp/239.49.8.185:6000
东南卫视高清,http://114.221.218.22:7777/rtp/239.49.8.186:6000
吉林卫视高清,http://114.221.218.22:7777/rtp/239.49.8.187:6000
河北卫视高清,http://114.221.218.22:7777/rtp/239.49.8.188:6000
中国教育高清,http://114.221.218.22:7777/rtp/239.49.8.189:6000
贾汪新闻,http://114.221.218.22:7777/rtp/239.49.8.193:6000
苏州生活,http://114.221.218.22:7777/rtp/239.49.8.194:6000
聚鲨环球,http://114.221.218.22:7777/rtp/239.49.8.195:6000
河南卫视高清,http://114.221.218.22:7777/rtp/239.49.8.197:6000
冬奥纪实高清,http://114.221.218.22:7777/rtp/239.49.8.202:6000
金鹰纪实高清,http://114.221.218.22:7777/rtp/239.49.8.203:6000
安徽卫视高清,http://114.221.218.22:7777/rtp/239.49.8.204:6000
4K花园高清,http://114.221.218.22:7777/rtp/239.49.8.205:6000
暴走汽车高清,http://114.221.218.22:7777/rtp/239.49.8.206:6000
4K花园高清,http://114.221.218.22:7777/rtp/239.49.8.207:6000
4K花园高清,http://114.221.218.22:7777/rtp/239.49.8.208:6000
广西卫视高清,http://114.221.218.22:7777/rtp/239.49.8.209:6000
海南卫视高清,http://114.221.218.22:7777/rtp/239.49.8.212:6000
4K现场高清,http://114.221.218.22:7777/rtp/239.49.8.222:6000
南京信息,http://114.221.218.22:7777/rtp/239.49.8.223:6000
水韵江苏高清,http://114.221.218.22:7777/rtp/239.49.8.226:6000
云南卫视高清,http://114.221.218.22:7777/rtp/239.49.8.227:6000
南京影视,http://114.221.218.22:7777/rtp/239.49.8.228:6000
南京娱乐,http://114.221.218.22:7777/rtp/239.49.8.229:6000
南京少儿,http://114.221.218.22:7777/rtp/239.49.8.230:6000
欢笑剧场4K,http://114.221.218.22:7777/rtp/239.49.8.231:6000
江苏城市高清,http://114.221.47.56:8006/rtp/239.49.9.35:6000
江苏综艺高清,http://114.221.47.56:8006/rtp/239.49.9.36:6000
江苏体育高清,http://114.221.47.56:8006/rtp/239.49.9.37:6000
江苏影视高清,http://114.221.47.56:8006/rtp/239.49.9.38:6000
江苏卡通高清,http://114.221.47.56:8006/rtp/239.49.9.39:6000
江苏新闻高清,http://114.221.47.56:8006/rtp/239.49.9.40:6000
CCTV-1高清,http://114.221.47.56:8006/rtp/239.49.8.129:6000
CCTV-2高清,http://114.221.47.56:8006/rtp/239.49.8.130:6000
CCTV-3高清,http://114.221.47.56:8006/rtp/239.49.9.31:6000
CCTV-4高清,http://114.221.47.56:8006/rtp/239.49.8.131:6000
CCTV-5高清,http://114.221.47.56:8006/rtp/239.49.9.32:6000
CCTV-5+高清,http://114.221.47.56:8006/rtp/239.49.8.137:6000
